StartTime,Open,High,Low,Close,Duration_Sec,Efficiency,Hour
2008-01-22 15:26:49.868,1.4579251,1.4641399,1.4578049,1.46348,705,0.117131025,15
2008-01-23 09:29:43.423,1.46141,1.4614999,1.45628,1.4577501,424,0.12581447,9
2008-01-30 13:11:43.429,1.481145,1.4813399,1.4772899,1.47791,356,0.1315255,13
2008-02-05 09:10:42.501,1.47611,1.476395,1.471825,1.471825,703,0.13379414,9
2008-02-07 13:36:52.110,1.4571149,1.45732,1.4510901,1.4521949,401,0.14721493,13
2008-02-26 21:34:08.550,1.4983101,1.50457,1.49686,1.5044501,2947,0.11789454,21
2008-03-11 12:36:11.314,1.543745,1.54459,1.5360401,1.536525,752,0.13520706,12
2008-03-12 10:11:29.773,1.5429001,1.54592,1.5429001,1.545795,589,0.1061772,10
2008-03-14 13:49:38.908,1.56008,1.5671401,1.56008,1.56605,825,0.12004928,13
2008-03-16 23:26:03.757,1.57014,1.57674,1.5699201,1.57674,1355,0.10826735,23
2008-03-17 03:46:33.916,1.587405,1.5875001,1.58318,1.58318,905,0.12128616,3
2008-03-18 18:44:47.132,1.57585,1.57628,1.5699201,1.57043,936,0.10958145,18
2008-03-19 18:32:16.875,1.56391,1.5642099,1.55815,1.558345,996,0.10881083,18
2008-03-19 18:48:53.840,1.55844,1.562345,1.55844,1.5619099,827,0.11915152,18
2008-03-20 10:30:44.709,1.54722,1.54722,1.5434899,1.54415,426,0.12650001,10
2008-03-26 09:03:20.276,1.56208,1.5691,1.562005,1.568665,601,0.15703113,9
2008-03-27 12:28:02.994,1.579265,1.579715,1.57513,1.5754349,336,0.119313136,12
2008-03-31 08:55:38.069,1.58026,1.58349,1.58026,1.5829899,436,0.10621817,8
2008-03-31 13:51:11.208,1.5803001,1.58481,1.5795801,1.584205,783,0.1077338,13
2008-03-31 14:13:48.663,1.58372,1.58809,1.58372,1.587405,535,0.12613745,14
2008-03-31 15:23:44.489,1.58308,1.583305,1.580725,1.580725,579,0.10610097,15
2008-04-03 15:09:12.132,1.562295,1.5667901,1.56198,1.5658851,579,0.13813159,15
2008-04-07 23:54:12.443,1.570205,1.57866,1.56998,1.5784299,1695,0.14722915,23
2008-04-11 15:52:09.556,1.582145,1.58231,1.57869,1.57869,503,0.12267098,15
2008-04-11 20:52:08.720,1.58079,1.58171,1.56924,1.570185,174134,0.20501652,20
2008-04-14 10:16:42.478,1.579,1.58236,1.57898,1.58214,579,0.11017048,10
2008-04-15 08:55:47.485,1.58677,1.58711,1.58142,1.5822401,581,0.11218507,8
2008-04-16 08:57:30.126,1.58499,1.5892501,1.58492,1.588835,571,0.109208986,8
2008-04-16 09:28:08.821,1.58945,1.59421,1.5890901,1.59344,606,0.12139974,9
2008-04-17 11:43:20.793,1.59203,1.59244,1.586305,1.5866301,549,0.11610823,11
2008-04-18 09:41:22.941,1.5903699,1.590505,1.58634,1.586875,506,0.115861274,9
2008-04-18 12:35:20.385,1.5768299,1.577135,1.572685,1.572685,408,0.13883565,12
2008-04-21 15:16:58.611,1.590965,1.5912199,1.5874,1.5879099,452,0.11820379,15
2008-04-24 07:51:41.228,1.584545,1.584905,1.579715,1.580915,518,0.12027744,7
2008-04-24 14:58:37.171,1.5697701,1.5703399,1.5662351,1.566365,414,0.119040474,14
2008-04-28 06:57:53.501,1.5668349,1.5671151,1.5625,1.5631499,465,0.12610349,6
2008-04-29 06:59:01.647,1.5608549,1.56118,1.5569501,1.557505,470,0.11143452,6
2008-04-30 18:29:20.825,1.5574801,1.56259,1.557435,1.562155,646,0.12562063,18
2008-05-02 12:28:08.252,1.5476,1.5481801,1.537025,1.538415,337,0.18226247,12
2008-05-07 10:00:45.150,1.546135,1.54696,1.540995,1.5415449,1017,0.11214474,10
2008-05-16 14:05:01.726,1.54988,1.5533049,1.54971,1.55282,412,0.1172204,14
2008-05-19 13:59:32.734,1.555395,1.555745,1.5527999,1.5527999,408,0.107612304,13
2008-05-20 09:18:58.810,1.5588601,1.56469,1.5583999,1.564535,585,0.16712363,9
2008-05-21 07:52:48.622,1.5650051,1.571535,1.56295,1.570195,547,0.11146557,7
2008-05-30 05:54:33.925,1.552675,1.553545,1.5479,1.54895,662,0.112352766,5
2008-06-03 12:59:44.842,1.560035,1.560125,1.55321,1.5541899,418,0.13460198,12
2008-06-03 13:13:47.455,1.5522549,1.5527401,1.5490351,1.549175,378,0.10701682,13
2008-06-03 13:20:06.098,1.5492101,1.5497,1.54477,1.544925,424,0.11697364,13
2008-06-05 13:09:24.036,1.5444651,1.55021,1.5441201,1.549715,378,0.16379419,13
2008-06-06 12:28:53.889,1.559615,1.56899,1.55879,1.568655,343,0.16568747,12
2008-06-09 17:00:48.824,1.56681,1.56686,1.56178,1.561835,836,0.10649569,17
2008-06-10 00:04:08.300,1.56451,1.5646999,1.5575399,1.557925,1122,0.123789586,0
2008-06-10 08:42:39.707,1.55715,1.557405,1.55235,1.552845,571,0.109108984,8
2008-07-03 12:29:40.140,1.58926,1.5894799,1.583605,1.583925,345,0.12425556,12
2008-07-16 14:33:51.556,1.588865,1.5889299,1.5846901,1.5847399,437,0.13711831,14
2008-07-22 16:20:12.836,1.57939,1.579625,1.5754199,1.5757799,681,0.11890814,16
2008-07-23 14:04:56.470,1.573015,1.5731599,1.5702,1.5705249,413,0.10785134,14
2008-07-24 13:59:27.746,1.56738,1.5705,1.5671899,1.5702901,408,0.10830812,13
2008-07-29 14:02:30.000,1.5646801,1.56509,1.5611451,1.56124,591,0.11697893,14
2008-07-31 12:19:42.647,1.5609651,1.56592,1.56001,1.56582,701,0.14822067,12
2008-08-08 20:53:21.632,1.501645,1.50174,1.49044,1.4937551,174911,0.11176708,20
2008-08-11 07:47:06.424,1.499785,1.5040901,1.49932,1.5035701,508,0.11280215,7
2008-08-11 12:50:30.486,1.5005,1.5009301,1.497525,1.49757,476,0.11404046,12
2008-08-12 12:25:14.789,1.49294,1.49307,1.48947,1.490065,350,0.10614176,12
2008-08-13 12:59:18.496,1.4930849,1.49312,1.4903901,1.49043,414,0.11886298,12
2008-08-14 12:12:00.267,1.4879899,1.49161,1.48792,1.49107,434,0.12639046,12
2008-08-14 16:22:32.442,1.4826901,1.4833,1.4785199,1.4788749,652,0.123370364,16
2008-08-15 14:33:46.424,1.47105,1.4710901,1.4687951,1.4687951,438,0.122587584,14
2008-08-18 03:07:16.755,1.4700301,1.47473,1.469895,1.474055,1608,0.12271927,3
2008-08-18 12:37:41.240,1.47241,1.472475,1.4695749,1.4695749,693,0.11741878,12
2008-08-26 07:58:09.656,1.4711549,1.47121,1.461165,1.46193,529,0.20428722,7
2008-08-28 07:24:11.173,1.478085,1.47814,1.474805,1.475215,487,0.10684868,7
2008-08-29 13:40:03.299,1.474035,1.47453,1.471025,1.471025,436,0.1064341,13
2008-09-02 07:43:24.513,1.4533501,1.4535401,1.4500101,1.45042,504,0.106014796,7
2008-09-04 13:56:51.505,1.446315,1.4465699,1.4421201,1.442265,708,0.10825675,13
2008-09-04 15:08:04.707,1.437925,1.438485,1.4334149,1.4334149,1201,0.12527691,15
2008-09-04 21:03:35.951,1.431715,1.4319899,1.42116,1.42349,1530,0.1289505,21
2008-09-05 20:39:44.008,1.423295,1.433905,1.42301,1.433555,174126,0.18285634,20
2008-09-08 06:00:53.815,1.4412551,1.44127,1.4365101,1.436875,598,0.13066733,6
2008-09-10 14:48:18.175,1.408,1.4082601,1.4050851,1.4050851,411,0.12395948,14
2008-09-11 12:26:05.004,1.3940051,1.397845,1.3937,1.3972,344,0.10817367,12
2008-09-11 12:38:12.078,1.39695,1.3969901,1.39264,1.3933699,422,0.109645054,12
2008-09-12 07:24:28.062,1.397465,1.4086101,1.397325,1.40694,490,0.24601793,7
2008-09-12 13:13:16.705,1.409515,1.412645,1.40899,1.41238,375,0.11202264,13
2008-09-12 20:52:09.406,1.42068,1.434995,1.420135,1.43214,174923,0.1340653,20
2008-09-15 02:57:20.061,1.43969,1.4482601,1.43923,1.446415,1704,0.114355385,2
2008-09-15 05:57:50.727,1.443455,1.444895,1.438765,1.4393201,557,0.120538786,5
2008-09-15 11:12:39.531,1.4191599,1.4191599,1.4153,1.4157951,420,0.12613168,11
2008-09-15 11:32:19.035,1.413235,1.413945,1.4082949,1.4088349,361,0.14188296,11
2008-09-15 13:49:11.680,1.420295,1.4204149,1.416245,1.41664,831,0.16982198,13
2008-09-15 23:44:35.070,1.4265649,1.42681,1.420265,1.421185,1087,0.12643652,23
2008-09-16 06:51:15.780,1.4261351,1.4263,1.42155,1.422395,775,0.10834387,6
2008-09-16 15:01:05.138,1.4122901,1.4170799,1.4116299,1.416375,582,0.11248322,15
2008-09-17 05:41:35.016,1.4158549,1.420625,1.41558,1.41968,775,0.11238289,5
2008-09-17 07:34:22.172,1.4266,1.4269099,1.42202,1.42261,542,0.10898872,7
2008-09-17 15:10:11.281,1.418615,1.4189,1.414505,1.414835,616,0.107814506,15
2008-09-17 16:38:34.168,1.41307,1.4164851,1.412765,1.4159551,502,0.11189296,16
2008-09-17 17:11:29.485,1.417305,1.42255,1.41708,1.42254,529,0.15220119,17
2008-09-17 17:57:55.192,1.4279699,1.43572,1.4279699,1.434245,793,0.11651803,17
2008-09-18 07:02:37.481,1.43355,1.433715,1.42774,1.42964,524,0.14061435,7
2008-09-18 08:14:44.020,1.4349351,1.4395,1.43413,1.4389501,429,0.11254202,8
2008-09-18 23:58:58.247,1.4294701,1.4302249,1.4219301,1.422485,2051,0.12019413,23
2008-09-19 06:04:32.103,1.42065,1.4246249,1.42026,1.424335,523,0.12841369,6
2008-09-19 08:13:49.752,1.421505,1.4215801,1.41661,1.4168799,439,0.19199707,8
2008-09-19 10:55:49.349,1.42098,1.42419,1.420385,1.42402,412,0.11229711,10
2008-09-19 13:13:21.800,1.43039,1.43934,1.4298899,1.4393201,826,0.19048479,13
2008-09-19 15:56:47.832,1.44103,1.4411099,1.4370251,1.437335,565,0.10976387,15
2008-09-19 16:14:02.831,1.436055,1.44009,1.43578,1.439645,488,0.12031,16
2008-09-22 10:05:34.073,1.45805,1.46111,1.45748,1.4607699,429,0.11424108,10
2008-09-22 14:08:46.826,1.46151,1.46364,1.46142,1.4633801,445,0.11509904,14
2008-09-22 16:36:28.830,1.469265,1.4723849,1.469,1.4723599,482,0.13494043,16
2008-09-22 17:09:44.479,1.4744151,1.4771299,1.4742601,1.4769549,467,0.109490626,17
2008-09-23 07:56:36.075,1.47452,1.47481,1.47121,1.47159,476,0.11949398,7
2008-09-23 09:50:16.321,1.4748199,1.47808,1.47438,1.47762,408,0.11471087,9
2008-09-23 13:24:21.784,1.4746399,1.4782901,1.4746399,1.4782901,610,0.11644002,13
2008-09-23 14:07:33.994,1.4753399,1.4758201,1.4712601,1.47187,481,0.1076328,14
2008-09-23 17:00:56.168,1.467435,1.4679,1.463105,1.463585,468,0.113101035,17
2008-09-23 17:54:07.910,1.4628949,1.46715,1.4626601,1.466685,697,0.11495907,17
2008-09-24 08:50:22.678,1.466805,1.4686251,1.4667051,1.4686251,474,0.12666966,8
2008-09-24 12:11:29.996,1.4672,1.47137,1.467165,1.47085,632,0.12026017,12
2008-09-24 14:05:50.401,1.4725549,1.4728899,1.46869,1.46869,551,0.122095056,14
2008-09-25 14:14:25.206,1.4697499,1.4697499,1.46542,1.46575,538,0.11382803,14
2008-09-25 16:50:57.879,1.46383,1.4641399,1.458645,1.4586749,522,0.15728065,16
2008-09-26 08:18:04.066,1.457865,1.459935,1.4577,1.459935,378,0.13613698,8
2008-09-26 13:41:26.467,1.458685,1.46429,1.4586,1.46417,560,0.1750939,13
2008-09-26 20:50:33.392,1.4619551,1.46239,1.4528451,1.45286,174152,0.19361708,20
2008-09-30 06:16:03.670,1.4352701,1.43917,1.43507,1.4391401,664,0.12443845,6
2008-09-30 10:23:06.138,1.4359851,1.43625,1.4321201,1.43261,450,0.1482521,10
2008-09-30 12:29:11.674,1.43034,1.4307051,1.425025,1.425975,796,0.119642675,12
2008-09-30 13:17:01.650,1.4250801,1.4252,1.420145,1.4207499,779,0.1140994,13
2008-09-30 14:41:05.376,1.4126251,1.41327,1.406685,1.40748,695,0.116971746,14
2008-10-01 00:43:04.071,1.411125,1.4140999,1.4111,1.41345,694,0.1090218,0
2008-10-01 02:33:23.227,1.409075,1.4123499,1.408925,1.4118,1536,0.13956882,2
2008-10-01 07:14:42.363,1.409675,1.413125,1.4096501,1.4124501,473,0.109151185,7
2008-10-01 08:31:50.333,1.41155,1.4144001,1.41155,1.414075,552,0.1273639,8
2008-10-01 09:32:21.609,1.4138,1.4161,1.4138,1.415975,588,0.13832344,9
2008-10-01 11:45:51.226,1.4152501,1.415375,1.410025,1.411125,495,0.15942283,11
2008-10-01 11:54:07.501,1.411175,1.4117501,1.4071,1.4075999,435,0.113947235,11
2008-10-01 12:16:35.166,1.408725,1.4088249,1.404425,1.404875,446,0.13392605,12
2008-10-01 12:24:01.601,1.404875,1.4049001,1.3996251,1.39975,352,0.13005573,12
2008-10-01 15:14:44.482,1.401525,1.404925,1.401525,1.40435,442,0.10814289,15
2008-10-01 18:19:42.058,1.407725,1.408025,1.40375,1.40375,896,0.17188765,18
2008-10-01 18:59:02.605,1.4063001,1.4063499,1.403775,1.4040251,781,0.12051023,18
2008-10-01 19:12:03.825,1.4040251,1.4040251,1.4009249,1.401525,912,0.10965408,19
2008-10-01 23:34:26.686,1.4001,1.400875,1.3954251,1.3954251,1702,0.17068097,23
2008-10-02 01:31:29.485,1.396625,1.4001,1.396575,1.3999751,725,0.11398186,1
2008-10-02 04:11:15.100,1.3988249,1.399075,1.3954251,1.39545,1603,0.14989279,4
2008-10-02 05:56:34.971,1.3961,1.3963499,1.3933251,1.39345,640,0.121846944,5
2008-10-02 06:53:43.133,1.395825,1.3959,1.3924251,1.3928001,452,0.118063346,6
2008-10-02 12:34:53.090,1.3872349,1.3872349,1.379425,1.3815,300,0.14672261,12
2008-10-02 16:03:04.408,1.3862,1.386375,1.383625,1.3837249,441,0.11716704,16
2008-10-02 16:52:00.940,1.385225,1.3854,1.3826499,1.3826499,672,0.11159326,16
2008-10-02 23:21:40.718,1.3803,1.38075,1.3776,1.3776,1698,0.11790734,23
2008-10-03 01:26:42.399,1.3826001,1.3852,1.3824999,1.385,945,0.12180395,1
2008-10-03 05:12:55.301,1.3854749,1.388475,1.385425,1.388375,855,0.13616621,5
2008-10-03 12:26:47.562,1.3848,1.3868,1.380575,1.380575,342,0.12657677,12
2008-10-03 16:00:58.157,1.3815501,1.384975,1.3810501,1.3847749,401,0.13149273,16
2008-10-03 17:36:03.206,1.38575,1.3861,1.3827751,1.3831251,456,0.12726411,17
2008-10-03 18:05:46.325,1.38645,1.390775,1.385825,1.390425,423,0.122572914,18
2008-10-03 20:39:29.660,1.378475,1.379425,1.36583,1.367075,174704,0.23656154,20
2008-10-05 23:32:52.552,1.3664,1.3666749,1.361925,1.3622,1045,0.13375753,23
2008-10-05 23:50:18.483,1.362175,1.366225,1.361125,1.366225,884,0.1310786,23
2008-10-06 02:24:13.348,1.363325,1.365725,1.363225,1.36555,1206,0.16095096,2
2008-10-06 04:57:23.369,1.361225,1.3642,1.361225,1.3642,776,0.1261921,4
2008-10-06 05:10:20.253,1.364175,1.364325,1.3614249,1.36145,683,0.14600326,5
2008-10-06 06:52:15.964,1.358575,1.3587,1.355675,1.355925,429,0.11042231,6
2008-10-06 07:06:12.591,1.3568499,1.359125,1.356725,1.35905,398,0.12642828,7
2008-10-06 07:50:19.965,1.359525,1.36185,1.3592501,1.3615501,407,0.10874547,7
2008-10-06 08:04:46.188,1.361375,1.36145,1.359175,1.359275,421,0.10880522,8
2008-10-06 08:59:06.628,1.358575,1.358575,1.355725,1.356125,390,0.117236346,8
2008-10-06 10:08:13.008,1.3562,1.358825,1.3561499,1.358775,620,0.12670174,10
2008-10-06 12:22:41.546,1.363075,1.3635249,1.36005,1.360275,391,0.11862387,12
2008-10-06 13:23:09.817,1.356275,1.35935,1.356225,1.35905,434,0.11623053,13
2008-10-06 15:52:40.381,1.3535,1.354025,1.350625,1.3507,498,0.11245703,15
2008-10-06 16:01:02.255,1.3507249,1.3535249,1.350675,1.353475,542,0.114092834,16
2008-10-06 16:10:05.397,1.3535249,1.35365,1.35005,1.3501999,495,0.12751211,16
2008-10-06 17:09:42.465,1.35245,1.3525,1.3484249,1.3487251,559,0.16910838,17
2008-10-07 03:41:11.556,1.3506751,1.35845,1.350425,1.357775,582,0.16805209,3
2008-10-07 04:43:49.758,1.3605249,1.360975,1.3563249,1.35725,819,0.1270546,4
2008-10-07 05:45:34.087,1.357775,1.357775,1.3538251,1.354375,719,0.12928069,5
2008-10-07 08:10:04.748,1.35705,1.35745,1.3521249,1.35226,396,0.14188457,8
2008-10-07 10:39:47.696,1.3578,1.358475,1.355425,1.355575,558,0.12076138,10
2008-10-07 13:28:08.735,1.367875,1.372675,1.3678501,1.372225,338,0.10875143,13
2008-10-07 15:05:14.932,1.364425,1.36475,1.359525,1.3603001,411,0.13714951,15
2008-10-07 16:46:14.845,1.35955,1.3629,1.3594999,1.362825,698,0.14380231,16
2008-10-07 18:42:50.026,1.36095,1.36625,1.360925,1.3652251,619,0.1380157,18
2008-10-08 03:55:47.103,1.35906,1.36256,1.35905,1.362175,1081,0.12507538,3
2008-10-08 07:01:03.694,1.3578,1.36451,1.357345,1.36451,596,0.20862861,7
2008-10-08 08:21:00.757,1.36419,1.36447,1.36173,1.36198,489,0.11144508,8
2008-10-08 10:58:17.799,1.360995,1.36779,1.36064,1.36779,524,0.14169376,10
2008-10-08 11:18:40.828,1.36549,1.3724,1.36514,1.371915,491,0.18816617,11
2008-10-08 12:09:15.693,1.370465,1.37402,1.3703101,1.3735499,465,0.13364802,12
2008-10-08 12:17:01.319,1.37346,1.37346,1.36866,1.369345,541,0.13516265,12
2008-10-08 13:28:02.646,1.36122,1.364265,1.36075,1.36421,418,0.13236442,13
2008-10-08 13:42:25.582,1.364505,1.369035,1.3642299,1.3689649,493,0.14540452,13
2008-10-08 15:38:13.094,1.364725,1.3683,1.364115,1.36777,498,0.13603851,15
2008-10-08 17:00:04.770,1.36719,1.37123,1.366835,1.3708401,596,0.110006146,17
2008-10-08 18:47:50.263,1.37011,1.370145,1.3673999,1.36779,434,0.12710458,18
2008-10-08 20:56:53.048,1.366115,1.36616,1.3626299,1.3627751,1889,0.14211656,20
2008-10-09 02:03:48.422,1.36177,1.3697901,1.36169,1.36849,7188,0.11978614,2
2008-10-09 10:08:24.241,1.3767,1.376715,1.36603,1.3676801,7537,0.14008379,10
2008-10-09 18:55:46.169,1.366435,1.366775,1.36449,1.364615,489,0.114992395,18
2008-10-09 23:22:06.831,1.35991,1.3600199,1.35567,1.355775,1778,0.1401059,23
2008-10-10 17:14:04.431,1.34569,1.34574,1.3355701,1.337185,2903,0.26766387,17
2008-10-10 18:14:53.103,1.3382549,1.3382549,1.32812,1.32873,1734,0.2224657,18
2008-10-10 19:00:38.735,1.3302851,1.334,1.33017,1.3334551,647,0.14231889,19
2008-10-10 19:20:46.873,1.3362501,1.34018,1.336235,1.33993,467,0.15338673,19
2008-10-10 19:28:35.009,1.33992,1.344705,1.339905,1.3445101,605,0.18118335,19
2008-10-10 20:42:09.269,1.339875,1.35699,1.33903,1.35682,173964,0.44819063,20
2008-10-12 21:58:17.403,1.356075,1.35947,1.3559799,1.359415,1458,0.13538536,21
2008-10-13 00:34:32.292,1.35973,1.35982,1.356575,1.35683,997,0.11886602,0
2008-10-13 03:09:14.707,1.3506949,1.35081,1.34754,1.34767,964,0.13752717,3
2008-10-13 03:43:41.457,1.34971,1.35324,1.34971,1.3531201,1063,0.15921058,3
2008-10-13 05:24:45.239,1.35042,1.35595,1.3503699,1.35547,1579,0.22554813,5
2008-10-13 05:51:04.861,1.355515,1.35959,1.355145,1.359475,1098,0.16924033,5
2008-10-13 14:02:54.795,1.36263,1.36263,1.351995,1.352045,7602,0.14773841,14
2008-10-13 20:48:00.233,1.35629,1.36165,1.35625,1.3615301,7877,0.14210711,20
2008-10-14 00:10:36.735,1.36445,1.36835,1.3642399,1.36759,1761,0.115777165,0
2008-10-14 00:39:58.818,1.3675699,1.3677001,1.363325,1.36353,888,0.124226086,0
2008-10-14 05:54:15.696,1.368895,1.369025,1.36391,1.36481,2100,0.14103335,5
