side,price,time,lot,sl,tp,symbol,exit_p,exit_time,pips,profit
BUY,1.12975,2016-04-18 08:00:00,0.32,1.127691,0,FX,1.127691,2016-04-18 11:00:00,-20.59000000000033,-9883.0
BUY,1.12893,2016-04-18 15:00:00,0.34,1.126987,0,FX,1.126987,2016-04-22 16:00:00,-19.43000000000028,-9909.0
BUY,1.12391,2016-04-25 10:00:00,0.23,1.1209874589768904,0,FX,1.14599,2016-05-02 15:00:00,220.80000000000098,76176.0
BUY,1.14951,2016-05-04 15:00:00,0.28,1.1471576952380953,0,FX,1.1471576952380953,2016-05-04 17:00:00,-23.523047619047333,-9880.0
BUY,1.15018,2016-05-04 22:00:00,0.17,1.1462406666666667,0,FX,1.1462406666666667,2016-05-05 16:00:00,-39.39333333333295,-10045.0
BUY,1.1404,2016-05-06 11:00:00,0.26,1.1378474091091544,0,FX,1.1378474091091544,2016-05-09 20:00:00,-25.525908908456962,-9955.0
BUY,1.14014,2016-05-10 00:00:00,0.2,1.1367513743770263,0,FX,1.1367513743770263,2016-05-10 19:00:00,-33.886256229735956,-10166.0
BUY,1.13855,2016-05-11 10:00:00,0.22,1.135543796949621,0,FX,1.135543796949621,2016-05-13 15:00:00,-30.062030503790194,-9920.0
BUY,1.13509,2016-05-13 20:00:00,0.25,1.132436725978659,0,FX,1.132436725978659,2016-05-13 21:00:00,-26.532740213409678,-9950.0
BUY,1.13056,2016-05-14 03:00:00,0.23,1.1276472270817104,0,FX,1.1276472270817104,2016-05-18 15:00:00,-29.12772918289619,-10049.0
BUY,1.12781,2016-05-18 23:00:00,0.25,1.1251900629708453,0,FX,1.1251900629708453,2016-05-19 03:00:00,-26.199370291546398,-9825.0
BUY,1.12024,2016-05-20 05:00:00,0.23,1.1173228974072305,0,FX,1.1173228974072305,2016-05-24 17:00:00,-29.171025927694494,-10064.0
BUY,1.11541,2016-05-25 14:00:00,0.25,1.1127573714285715,0,FX,1.1127573714285715,2016-05-27 23:00:00,-26.526285714285613,-9947.0
BUY,1.11192,2016-05-30 15:00:00,0.26,1.1093537952380954,0,FX,1.1093537952380954,2016-06-24 11:00:00,-25.662047619046113,-10008.0
BUY,1.11163,2016-06-24 23:00:00,0.03,1.0903306428571427,0,FX,1.0903306428571427,2016-10-21 11:00:00,-212.99357142857244,-9585.0
SELL,1.08749,2016-10-24 09:00:00,0.45,1.0889774142857143,0,FX,1.0889774142857143,2016-10-24 16:00:00,-14.874142857141948,-10040.0
SELL,1.08856,2016-10-24 22:00:00,0.43,1.0901118439931976,0,FX,1.0901118439931976,2016-10-26 03:00:00,-15.518439931976324,-10009.0
