Timestamp,Buy_Ratio,Price_Open,Price_Close
2004-01-02 08:36:00,0.6428571428571429,1.25764,1.25764
2004-01-02 10:01:00,0.6153846153846154,1.2622199,1.26211
2004-01-02 11:38:00,0.6428571428571429,1.26049,1.26043
2004-01-02 13:37:00,0.625,1.25861,1.25853
2004-01-02 15:37:00,0.6428571428571429,1.25857,1.25857
2004-01-05 08:39:00,0.625,1.26562,1.26547
2004-01-05 08:48:00,0.625,1.26488,1.2648699
2004-01-05 08:51:00,0.625,1.26437,1.26436
2004-01-05 11:37:00,0.65,1.2667,1.2667
2004-01-05 12:40:00,0.625,1.26767,1.26764
2004-01-05 12:44:00,0.6428571428571429,1.267275,1.2672701
2004-01-05 13:21:00,0.6153846153846154,1.2658801,1.26577
2004-01-05 13:29:00,0.6363636363636364,1.265715,1.2656901
2004-01-05 14:08:00,0.6111111111111112,1.26506,1.26499
2004-01-05 15:05:00,0.625,1.267,1.2669799
2004-01-05 15:17:00,0.6111111111111112,1.26703,1.26699
2004-01-06 07:23:00,0.6428571428571429,1.27001,1.2699699
2004-01-06 09:01:00,0.6,1.2713699,1.2713699
2004-01-06 09:16:00,0.6,1.27215,1.27213
2004-01-06 09:28:00,0.625,1.2721,1.27186
2004-01-06 09:40:00,0.6111111111111112,1.273,1.27285
2004-01-06 09:53:00,0.6428571428571429,1.27265,1.27239
2004-01-06 10:30:00,0.625,1.2741001,1.27398
2004-01-06 10:55:00,0.6666666666666666,1.2746,1.27457
2004-01-06 12:03:00,0.6428571428571429,1.27441,1.27427
2004-01-06 12:11:00,0.6,1.27492,1.27492
2004-01-06 12:14:00,0.6428571428571429,1.2751601,1.2751601
2004-01-06 15:01:00,0.6111111111111112,1.27719,1.277175
2004-01-07 09:16:00,0.625,1.26752,1.2673299
2004-01-07 10:06:00,0.7,1.26566,1.26562
2004-01-07 10:27:00,0.625,1.2657,1.2656701
2004-01-07 10:58:00,0.625,1.2665801,1.26656
2004-01-07 11:10:00,0.625,1.26647,1.26646
2004-01-07 11:31:00,0.6428571428571429,1.2667401,1.26672
2004-01-07 12:33:00,0.625,1.26682,1.2667301
2004-01-07 14:21:00,0.6,1.26935,1.26926
2004-01-07 14:42:00,0.625,1.26895,1.26877
2004-01-08 08:09:00,0.6,1.2597499,1.25966
2004-01-08 08:30:00,0.8,1.26018,1.26018
2004-01-08 09:05:00,0.6,1.25915,1.2588899
2004-01-08 10:21:00,0.625,1.257335,1.25716
2004-01-08 13:05:00,0.6428571428571429,1.2628901,1.2627699
2004-01-08 15:21:00,0.6,1.27191,1.27191
2004-01-09 08:04:00,0.625,1.2716701,1.2716501
2004-01-09 08:56:00,0.6111111111111112,1.27139,1.271275
2004-01-09 09:04:00,0.6428571428571429,1.27211,1.2721
2004-01-09 10:02:00,0.65,1.27355,1.2735
2004-01-09 11:53:00,0.6666666666666666,1.2752249,1.274965
2004-01-09 13:21:00,0.6,1.2732251,1.2732201
2004-01-09 15:18:00,0.6,1.28279,1.282745
2004-01-09 15:20:00,0.631578947368421,1.2830801,1.28299
2004-01-12 07:03:00,0.6153846153846154,1.284,1.28397
2004-01-12 07:35:00,0.6428571428571429,1.2851,1.28507
2004-01-12 07:36:00,0.6111111111111112,1.28515,1.285015
2004-01-12 08:29:00,0.6,1.2887499,1.28865
2004-01-12 08:36:00,0.6428571428571429,1.28916,1.28914
2004-01-12 08:37:00,0.6666666666666666,1.28942,1.28933
2004-01-12 08:57:00,0.6666666666666666,1.28828,1.28818
2004-01-12 09:13:00,0.6666666666666666,1.28833,1.28833
2004-01-12 09:59:00,0.631578947368421,1.28827,1.28824
2004-01-12 10:05:00,0.6111111111111112,1.2890251,1.28881
2004-01-12 10:20:00,0.65,1.28852,1.28842
2004-01-12 10:46:00,0.6666666666666666,1.287555,1.2874999
2004-01-12 11:16:00,0.625,1.28705,1.28686
2004-01-12 12:29:00,0.6111111111111112,1.2867601,1.28675
2004-01-12 13:23:00,0.6,1.2820699,1.28204
2004-01-12 14:17:00,0.625,1.28029,1.2800901
2004-01-13 09:38:00,0.6470588235294118,1.27774,1.27774
2004-01-13 10:14:00,0.6111111111111112,1.2753301,1.27527
2004-01-13 11:11:00,0.6428571428571429,1.27409,1.27409
2004-01-13 11:20:00,0.6111111111111112,1.27248,1.2722001
2004-01-13 11:29:00,0.6,1.27234,1.27228
2004-01-13 14:14:00,0.6111111111111112,1.27619,1.2760899
2004-01-13 14:43:00,0.6428571428571429,1.27494,1.2749
2004-01-13 15:21:00,0.6111111111111112,1.2766,1.27641
2004-01-13 15:25:00,0.625,1.2769699,1.27687
2004-01-14 07:04:00,0.631578947368421,1.27265,1.272625
2004-01-14 08:56:00,0.6111111111111112,1.2660301,1.26598
2004-01-14 11:22:00,0.6666666666666666,1.266465,1.26642
2004-01-14 11:37:00,0.6,1.2676201,1.2674601
2004-01-14 12:23:00,0.6,1.268125,1.268
2004-01-14 14:25:00,0.6428571428571429,1.2656801,1.2656701
2004-01-15 07:32:00,0.6,1.2658801,1.2658601
2004-01-15 07:50:00,0.6818181818181818,1.2658601,1.26584
2004-01-15 08:40:00,0.6818181818181818,1.26384,1.2638249
2004-01-15 08:48:00,0.625,1.2646,1.2642901
2004-01-15 09:43:00,0.6,1.26472,1.2644999
2004-01-15 12:23:00,0.6111111111111112,1.263625,1.263505
2004-01-15 12:30:00,0.6,1.2632699,1.263265
2004-01-15 12:56:00,0.625,1.26395,1.2639
2004-01-15 13:43:00,0.6428571428571429,1.26337,1.26336
2004-01-15 15:21:00,0.6111111111111112,1.2604,1.26036
2004-01-16 07:19:00,0.6428571428571429,1.2578001,1.257445
2004-01-16 07:27:00,0.6470588235294118,1.2569001,1.256825
2004-01-16 08:09:00,0.6363636363636364,1.25267,1.2525699
2004-01-16 08:27:00,0.6190476190476191,1.25218,1.2519801
2004-01-16 09:09:00,0.6470588235294118,1.24999,1.2497499
2004-01-16 09:11:00,0.631578947368421,1.25037,1.25035
2004-01-16 09:53:00,0.6428571428571429,1.24928,1.2492449
2004-01-16 11:30:00,0.6428571428571429,1.24955,1.24954
2004-01-16 12:10:00,0.6111111111111112,1.24838,1.2483399
2004-01-16 12:49:00,0.625,1.24868,1.24845
2004-01-16 12:59:00,0.625,1.24894,1.24894
2004-01-16 14:26:00,0.625,1.24543,1.24512
2004-01-16 15:16:00,0.6,1.24245,1.24146
2004-01-19 07:04:00,0.6666666666666666,1.2405801,1.2405
2004-01-19 07:31:00,0.6,1.2419701,1.24159
2004-01-19 07:32:00,0.6,1.24173,1.24122
2004-01-19 08:29:00,0.6666666666666666,1.2372799,1.23711
2004-01-19 08:36:00,0.6428571428571429,1.23729,1.2372401
2004-01-19 10:26:00,0.625,1.23639,1.2363551
2004-01-19 11:03:00,0.7,1.23681,1.23665
2004-01-19 11:42:00,0.6,1.23605,1.23604
2004-01-19 12:40:00,0.625,1.23542,1.2353301
2004-01-19 12:44:00,0.6470588235294118,1.2355499,1.2355299
2004-01-19 12:49:00,0.625,1.23586,1.2358501
2004-01-19 13:34:00,0.6666666666666666,1.23685,1.23685
2004-01-19 13:54:00,0.6153846153846154,1.2377801,1.2377701
2004-01-19 14:18:00,0.6,1.239935,1.23978
2004-01-19 15:25:00,0.625,1.23697,1.23697
2004-01-19 15:52:00,0.625,1.2375,1.23739
2004-01-20 07:37:00,0.6470588235294118,1.24122,1.241185
2004-01-20 10:10:00,0.6,1.24717,1.24716
2004-01-20 10:54:00,0.6,1.2444,1.24436
2004-01-20 11:02:00,0.6,1.24402,1.24401
2004-01-20 13:33:00,0.65,1.25187,1.25184
2004-01-20 15:20:00,0.6,1.2544,1.25435
2004-01-21 07:00:00,0.625,1.26095,1.26086
2004-01-21 07:18:00,0.6470588235294118,1.259625,1.2595501
2004-01-21 07:40:00,0.6470588235294118,1.2611699,1.26115
2004-01-21 08:02:00,0.631578947368421,1.260735,1.260735
2004-01-21 10:10:00,0.6,1.2655201,1.26537
2004-01-21 10:17:00,0.6,1.26545,1.2651999
2004-01-21 10:23:00,0.6,1.265,1.26478
2004-01-21 12:16:00,0.6,1.2631,1.263035
2004-01-21 12:29:00,0.6111111111111112,1.26214,1.26137
2004-01-21 13:11:00,0.6111111111111112,1.2609949,1.2607851
2004-01-21 13:33:00,0.6,1.26,1.25998
2004-01-22 08:25:00,0.6111111111111112,1.26545,1.26545
2004-01-22 09:35:00,0.6,1.26688,1.2666
2004-01-22 10:24:00,0.6,1.2715499,1.271325
2004-01-22 15:07:00,0.625,1.26847,1.26822
2004-01-23 07:39:00,0.6363636363636364,1.27405,1.27405
2004-01-23 08:43:00,0.631578947368421,1.27632,1.2763
2004-01-23 11:55:00,0.6666666666666666,1.2737501,1.27371
2004-01-23 12:34:00,0.625,1.2700701,1.2700701
2004-01-26 09:36:00,0.631578947368421,1.2576001,1.2576001
2004-01-26 10:11:00,0.6666666666666666,1.2592001,1.25915
2004-01-26 12:45:00,0.6111111111111112,1.25657,1.2563
2004-01-26 13:02:00,0.7,1.25635,1.25628
2004-01-26 13:50:00,0.6,1.25842,1.25839
2004-01-26 15:44:00,0.6111111111111112,1.2567301,1.25658
2004-01-26 15:50:00,0.6,1.2566199,1.2564199
2004-01-26 15:56:00,0.6666666666666666,1.25606,1.25605
2004-01-26 16:45:00,0.6176470588235294,1.25583,1.25577
2004-01-27 07:41:00,0.625,1.246,1.24597
2004-01-27 08:30:00,0.625,1.2463901,1.24634
2004-01-27 09:18:00,0.6666666666666666,1.2474799,1.2473199
2004-01-27 12:52:00,0.6363636363636364,1.25218,1.2521701
2004-01-27 13:08:00,0.6,1.25225,1.2522299
2004-01-27 14:12:00,0.6153846153846154,1.2555001,1.25535
2004-01-27 15:15:00,0.6111111111111112,1.25916,1.25914
2004-01-27 15:39:00,0.631578947368421,1.2581999,1.25811
2004-01-27 15:49:00,0.6428571428571429,1.2595501,1.259495
2004-01-27 15:56:00,0.6111111111111112,1.2597699,1.25949
2004-01-28 08:25:00,0.6190476190476191,1.26292,1.26288
2004-01-28 08:47:00,0.6153846153846154,1.2611799,1.2611
2004-01-28 09:37:00,0.625,1.26038,1.26016
2004-01-28 10:04:00,0.6153846153846154,1.2594299,1.2593701
2004-01-28 10:11:00,0.6666666666666666,1.25981,1.25968
2004-01-28 11:09:00,0.6875,1.26055,1.26055
2004-01-28 11:31:00,0.6428571428571429,1.2606499,1.26051
2004-01-28 11:34:00,0.6875,1.26032,1.26009
2004-01-28 11:44:00,0.75,1.26092,1.260855
2004-01-28 12:11:00,0.6190476190476191,1.26017,1.2600601
2004-01-28 13:54:00,0.6428571428571429,1.25907,1.2590001
2004-01-29 08:40:00,0.6,1.25015,1.24967
2004-01-29 09:14:00,0.625,1.24964,1.24963
2004-01-29 09:36:00,0.6470588235294118,1.25103,1.25101
2004-01-29 09:40:00,0.6111111111111112,1.25042,1.25026
2004-01-29 10:17:00,0.6111111111111112,1.2502699,1.2502201
2004-01-29 10:37:00,0.6111111111111112,1.25094,1.25089
2004-01-29 11:37:00,0.6,1.25122,1.2512
2004-01-29 12:22:00,0.6,1.2486501,1.2486
2004-01-29 13:27:00,0.6111111111111112,1.24638,1.24635
2004-01-29 15:16:00,0.6666666666666666,1.2431049,1.2430949
2004-01-29 15:38:00,0.65,1.2415249,1.2414501
2004-01-30 08:25:00,0.625,1.23842,1.23835
2004-01-30 10:27:00,0.625,1.2394,1.2393501
2004-01-30 11:36:00,0.6111111111111112,1.2386701,1.2385199
2004-01-30 12:01:00,0.6470588235294118,1.2383399,1.23832
2004-01-30 13:21:00,0.625,1.23804,1.23785
2004-01-30 13:57:00,0.631578947368421,1.24527,1.24515
