Execution_RealTime,symbol,Type,lots,OpenTime,Close Time,Open Price,Close Price,Profit_JPY,Pips,S/L,T/P
2025-12-27 14:54:27,USDJPY,BUY,0.23,2011-04-11 13:00:00,2011-04-11 20:00:00,1.4464,1.4434744666666666,-10093.0,-29.3,1.4434744666666666,0
2025-12-27 14:54:27,USDJPY,BUY,0.27,2011-04-12 02:00:00,2011-04-12 09:00:00,1.44445,1.4419816666666667,-9997.0,-24.7,1.4419816666666667,0
2025-12-27 14:54:27,USDJPY,BUY,0.13,2011-04-12 16:00:00,2011-04-13 04:00:00,1.44263,1.44767,9828.0,50.4,1.4375988285714287,0
2025-12-27 14:54:27,USDJPY,BUY,0.17,2011-04-13 11:00:00,2011-04-14 03:00:00,1.44735,1.4433901761904764,-10098.0,-39.6,1.4433901761904764,0
2025-12-27 14:54:27,USDJPY,BUY,0.15,2011-04-14 08:00:00,2011-04-14 10:00:00,1.44512,1.440812238095238,-9692.0,-43.1,1.440812238095238,0
2025-12-27 14:54:27,USDJPY,BUY,0.08,2011-04-19 08:00:00,2011-04-21 01:00:00,1.42368,1.44955,31044.0,258.7,1.4155970997902856,0
2025-12-27 14:54:27,USDJPY,BUY,0.17,2011-04-21 05:00:00,2011-04-22 01:00:00,1.45216,1.45708,12546.0,49.2,1.4483287857142857,0
2025-12-27 14:54:27,USDJPY,BUY,0.22,2011-04-22 12:00:00,2011-04-25 11:00:00,1.45579,1.4528157523809524,-9815.0,-29.7,1.4528157523809524,0
2025-12-27 14:54:27,USDJPY,BUY,0.1,2011-04-26 00:00:00,2011-04-26 09:00:00,1.45751,1.452072742857143,-8156.0,-54.4,0.0,0
2025-12-27 14:54:27,USDJPY,BUY,0.13,2011-04-26 12:00:00,2011-04-27 14:00:00,1.45354,1.46831,28801.0,147.7,1.4485434476190475,0
2025-12-28 01:44:29,USDJPY,BUY,0.52,2014-07-11 02:00:00,2014-07-15 18:00:00,1.36005,1.3587697857142857,-9986.0,-12.8,1.3587697857142857,0
2025-12-28 01:44:29,USDJPY,BUY,0.71,2014-07-16 08:00:00,2014-07-16 13:00:00,1.35706,1.356127413353742,-9932.0,-9.3,1.356127413353742,0
